active_active,avail_nines,availability,avg_effective_availability,avg_rebuilding_time,box_mttf,cached_avail_nines,cached_availability,cached_dwpd_limit,cached_initial_cost,cached_k,cached_l,cached_m,cached_mttf,cached_network_k,cached_network_l,cached_network_m,cached_ssd_read_bw,cached_ssd_repair_cost,cached_ssd_repair_cost_for_10_years,cached_ssd_repair_cost_per_year,cached_ssd_write_bw,cached_ssds,cached_up_time,cached_write_ratio,capacity,config_file,cost_per_gb,credit_avail_nines,credit_availability,credit_up_time,down_cost_for_10_years,down_cost_per_year,dwpd,dwpd_limit,effective_avail_nines,effective_availability,effective_capacity,effective_up_time,guaranteed_years,initial_cost,initial_cost_per_gb,inter_replicas,intra_replicas,io_module_mttr,k,l,m,median_effective_availability,mttdl,mttf,network_k,network_l,network_m,nprocs,operation_cost_per_year,p9999_effective_availability,p999_effective_availability,p99_effective_availability,penalty_ratio,qlc,qlc_cache,rebuild_bw_ratio,repair_cost_for_10_years,repair_cost_per_year,simulation,simulation_time,simulation_year,single_port_ssd,ssd_read_bw,ssd_write_bw,target_perf_ratio,total_cost,total_cost_for_10_years,total_credit_ratio,total_ssds,uncached_availability,uncached_initial_cost,uncached_ssd_repair_cost,uncached_ssd_repair_cost_for_10_years,uncached_ssd_repair_cost_per_year,up_time
false,2.6512518465,0.9977677226,0.9999999902,60.0498834083,0.0000000000,13.0000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,167378.5714285714,0,0,8,7000000000.0000000000,0.0000000000,0.0000000000,0.0000000000,4000000000.0000000000,0,175200000.0000000000,0.0000000000,64000000000000,2tier.json,1.0836668886,2.6512513911,0.9977677203,174808904.5974050462,10104937.5144366100,1010493.7514436609,1.0000000000,1.0000000000,8.0074618434,0.9999999902,2880000000000000.0000000000,175199998.2778449059,5,5047042.0000000000,0.2190556424,0,0,0.0000000000,1,0,15,1.0000000000,167453.8052560381,43800.0000000000,0,0,8,40,1992064.3114436609,1.0000000000,1.0000000000,1.0000000000,0.6798835442,false,false,0.2000000000,9815705.6000000015,981570.5600000001,true,175200000.0000000000,10.0000000000,false,7000000000.0000000000,4000000000.0000000000,0.8000000000,19636458242.0000000000,24967685.1144366078,0.6798835442,48,0.9977677226,4915200.0000000000,19631411200.0000000000,9815705.6000000015,981570.5600000001,174808905.0075645447
false,2.6330199275,0.9976720156,0.9999995996,60.0092424800,0.0000000000,13.0000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,167378.5714285714,0,0,8,7000000000.0000000000,0.0000000000,0.0000000000,0.0000000000,4000000000.0000000000,0,350400000.0000000000,0.0000000000,64000000000000,test_no_cross_iomodule.json,1.1035306516,2.6330199275,0.9976720156,349584274.2534843087,10559934.9323806353,1055993.4932380635,1.0000000000,1.0000000000,6.3975343703,0.9999995996,2880000000000000.0000000000,350399859.7090270519,5,5047042.0000000000,0.2190556424,0,0,0.0000000000,1,0,15,1.0000000000,168585.0425056556,43800.0000000000,0,0,8,20,2037830.4212380634,1.0000000000,1.0000000000,1.0000000000,0.7103695104,false,false,0.2000000000,9818369.2799999993,981836.9280000000,true,350400000.0000000000,10.0000000000,false,7000000000.0000000000,4000000000.0000000000,0.8000000000,39278524162.0000000000,25425346.2123806328,0.7103695104,48,0.9976720156,4915200.0000000000,39273477120.0000000000,9818369.2799999993,981836.9280000000,349584274.2534843087
false,2.6190731432,0.9975960421,0.9998384462,60.2273581096,0.0000000000,13.0000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,167378.5714285714,0,0,8,7000000000.0000000000,0.0000000000,0.0000000000,0.0000000000,4000000000.0000000000,0,350400000.0000000000,0.0000000000,64000000000000,test_cross_iomodule.json,1.1110169527,2.6190731432,0.9975960421,349557653.1535686255,10734734.8307060190,1073473.4830706019,1.0000000000,1.0000000000,3.7916827959,0.9998384462,2880000000000000.0000000000,350343391.5450496674,5,5047042.0000000000,0.2190556424,0,0,0.0000000000,1,0,15,1.0000000000,166704.4018314830,43800.0000000000,0,0,8,20,2055078.8590706019,0.0000000000,1.0000000000,1.0000000000,0.7222408443,false,false,0.2000000000,9816053.7599999998,981605.3760000000,true,350400000.0000000000,10.0000000000,false,7000000000.0000000000,4000000000.0000000000,0.8000000000,39269262082.0000000000,25597830.5907060206,0.7222408443,48,0.9975960421,4915200.0000000000,39264215040.0000000000,9816053.7599999998,981605.3760000000,349557653.1535686255
false,4.3898000479,0.9999592432,0.9999999899,48.6253916602,0.0000000000,13.0000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,167378.5714285714,0,0,8,7000000000.0000000000,0.0000000000,0.0000000000,0.0000000000,4000000000.0000000000,0,175200000.0000000000,0.0000000000,64000000000000,2tier.json,0.6721569201,4.3897729291,0.9999592407,175192858.9648188055,273088.2949776180,27308.8294977618,1.0000000000,1.0000000000,7.9954746925,0.9999999899,2816000000000000.0000000000,175199998.2296488881,5,5047042.0000000000,0.2240341797,0,0,0.0000000000,2,0,22,1.0000000000,5918262.6413154071,43800.0000000000,0,0,8,40,1009530.9094977617,1.0000000000,1.0000000000,1.0000000000,0.0183659606,false,false,0.2000000000,9822220.7999999989,982222.0800000000,true,175200000.0000000000,10.0000000000,false,7000000000.0000000000,4000000000.0000000000,0.8000000000,19649488642.0000000000,15142351.0949776173,0.0183659606,48,0.9999592432,4915200.0000000000,19644441600.0000000000,9822220.7999999989,982222.0800000000,175192859.4107148945
false,4.3795723338,0.9999582720,0.9999999906,48.6538522814,0.0000000000,13.0000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,167378.5714285714,0,0,8,7000000000.0000000000,0.0000000000,0.0000000000,0.0000000000,4000000000.0000000000,0,175200000.0000000000,0.0000000000,64000000000000,2tier.json,0.6722321839,4.3795480863,0.9999582697,175192688.8445907235,279792.4779402927,27979.2477940293,1.0000000000,1.0000000000,8.0266049252,0.9999999906,2816000000000000.0000000000,175199998.3521063626,5,5047042.0000000000,0.2240341797,0,0,0.0000000000,2,0,22,1.0000000000,5875755.5615489269,43800.0000000000,0,0,8,40,1009700.4637940293,1.0000000000,1.0000000000,1.0000000000,0.0188231764,false,false,0.2000000000,9817212.1600000001,981721.2160000000,true,175200000.0000000000,10.0000000000,false,7000000000.0000000000,4000000000.0000000000,0.8000000000,19639471362.0000000000,15144046.6379402932,0.0188231764,48,0.9999582720,4915200.0000000000,19634424320.0000000000,9817212.1600000001,981721.2160000000,175192689.2527762055
false,4.3788020634,0.9999581979,0.9999999887,48.6629325182,0.0000000000,13.0000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,167378.5714285714,0,0,8,7000000000.0000000000,0.0000000000,0.0000000000,0.0000000000,4000000000.0000000000,0,175200000.0000000000,0.0000000000,64000000000000,2tier.json,0.6725354326,4.3787774957,0.9999581956,175192675.8605237007,280350.7852269053,28035.0785226905,1.0000000000,1.0000000000,7.9469249384,0.9999999887,2816000000000000.0000000000,175199998.0202554166,5,5047042.0000000000,0.2240341797,0,0,0.0000000000,2,0,22,1.0000000000,5660535.2790053757,43800.0000000000,0,0,8,40,1010383.6225226906,1.0000000000,1.0000000000,1.0000000000,0.0188527802,false,false,0.2000000000,9823485.4399999995,982348.5440000000,true,175200000.0000000000,10.0000000000,false,7000000000.0000000000,4000000000.0000000000,0.8000000000,19652017922.0000000000,15150878.2252269052,0.0188527802,48,0.9999581979,4915200.0000000000,19646970880.0000000000,9823485.4399999995,982348.5440000000,175192676.2748324275
false,4.3812394271,0.9999584319,0.9999999912,48.6532261985,0.0000000000,13.0000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,167378.5714285714,0,0,8,7000000000.0000000000,0.0000000000,0.0000000000,0.0000000000,4000000000.0000000000,0,175200000.0000000000,0.0000000000,64000000000000,2tier.json,0.6723015323,4.3812157908,0.9999584296,175192716.8658233583,279816.1993317744,27981.6199331774,1.0000000000,1.0000000000,8.0549706597,0.9999999912,2816000000000000.0000000000,175199998.4562980831,5,5047042.0000000000,0.2240341797,0,0,0.0000000000,2,0,22,1.0000000000,5717412.3450611839,43800.0000000000,0,0,8,40,1009856.6919331775,1.0000000000,1.0000000000,1.0000000000,0.0188228240,false,false,0.2000000000,9818750.7200000007,981875.0720000000,true,175200000.0000000000,10.0000000000,false,7000000000.0000000000,4000000000.0000000000,0.8000000000,19642548482.0000000000,15145608.9193317760,0.0188228240,48,0.9999584319,4915200.0000000000,19637501440.0000000000,9818750.7200000007,981875.0720000000,175192717.2621929049
false,4.3734644240,0.9999576810,0.9999999907,48.6723640669,0.0000000000,13.0000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,167378.5714285714,0,0,8,7000000000.0000000000,0.0000000000,0.0000000000,0.0000000000,4000000000.0000000000,0,87600000.0000000000,0.0000000000,64000000000000,2tier.json,0.6723437397,4.3734420460,0.9999576788,87596292.6630457044,280745.2883560531,28074.5288356053,1.0000000000,1.0000000000,8.0293716399,0.9999999907,2816000000000000.0000000000,87599999.1812855303,5,5047042.0000000000,0.2240341797,0,0,0.0000000000,2,0,22,1.0000000000,5649474.9128272291,43800.0000000000,0,0,8,80,1009951.7768356054,1.0000000000,1.0000000000,1.0000000000,0.0188852948,false,false,0.2000000000,9818772.4800000004,981877.2480000000,true,87600000.0000000000,10.0000000000,false,7000000000.0000000000,4000000000.0000000000,0.8000000000,9823819522.0000000000,15146559.7683560532,0.0188852948,48,0.9999576810,4915200.0000000000,9818772480.0000000000,9818772.4800000004,981877.2480000000,87596292.8540697545
false,4.3798970939,0.9999583032,0.9999999899,48.6379881681,0.0000000000,13.0000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,167378.5714285714,0,0,8,7000000000.0000000000,0.0000000000,0.0000000000,0.0000000000,4000000000.0000000000,0,87600000.0000000000,0.0000000000,64000000000000,2tier.json,0.6724672940,4.3798741660,0.9999583010,87596347.1659695059,277257.9997345455,27725.7999734545,1.0000000000,1.0000000000,7.9942383282,0.9999999899,2816000000000000.0000000000,87599999.1123009026,5,5047042.0000000000,0.2240341797,0,0,0.0000000000,2,0,22,1.0000000000,5512226.2089114301,43800.0000000000,0,0,8,80,1010230.1199734545,1.0000000000,1.0000000000,1.0000000000,0.0186428464,false,false,0.2000000000,9825043.1999999993,982504.3199999999,true,87600000.0000000000,10.0000000000,false,7000000000.0000000000,4000000000.0000000000,0.8000000000,9830090242.0000000000,15149343.1997345444,0.0186428464,48,0.9999583032,4915200.0000000000,9825043200.0000000000,9825043.1999999993,982504.3199999999,87596347.3588097245
false,4.3802661752,0.9999583386,0.9999999904,48.6928013993,0.0000000000,13.0000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,167378.5714285714,0,0,8,7000000000.0000000000,0.0000000000,0.0000000000,0.0000000000,4000000000.0000000000,0,87600000.0000000000,0.0000000000,64000000000000,2tier.json,0.6718837726,4.3802414288,0.9999583362,87596350.2536967546,276710.1901313715,27671.0190131372,1.0000000000,1.0000000000,8.0184833547,0.9999999904,2816000000000000.0000000000,87599999.1604999006,5,5047042.0000000000,0.2240341797,0,0,0.0000000000,2,0,22,1.0000000000,5532971.1633945331,43800.0000000000,0,0,8,80,1008915.5630131372,1.0000000000,1.0000000000,1.0000000000,0.0186217857,false,false,0.2000000000,9812445.4399999995,981244.5440000000,true,87600000.0000000000,10.0000000000,false,7000000000.0000000000,4000000000.0000000000,0.8000000000,9817492482.0000000000,15136197.6301313713,0.0186217857,48,0.9999583386,4915200.0000000000,9812445440.0000000000,9812445.4399999995,981244.5440000000,87596350.4616555572
false,4.3954680470,0.9999597717,0.9999999895,48.6703499762,0.0000000000,13.0000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,167378.5714285714,0,0,8,7000000000.0000000000,0.0000000000,0.0000000000,0.0000000000,4000000000.0000000000,0,87600000.0000000000,0.0000000000,64000000000000,2tier.json,0.6717811380,4.3954386646,0.9999597690,87596475.7602804154,267208.2769385367,26720.8276938537,1.0000000000,1.0000000000,7.9795212895,0.9999999895,2816000000000000.0000000000,87599999.0817037374,5,5047042.0000000000,0.2240341797,0,0,0.0000000000,2,0,22,1.0000000000,5777720.3828310343,43800.0000000000,0,0,8,80,1008684.3476938537,1.0000000000,1.0000000000,1.0000000000,0.0179736382,false,false,0.2000000000,9819635.1999999993,981963.5200000000,true,87600000.0000000000,10.0000000000,false,7000000000.0000000000,4000000000.0000000000,0.8000000000,9824682242.0000000000,15133885.4769385364,0.0179736382,48,0.9999597717,4915200.0000000000,9819635200.0000000000,9819635.1999999993,981963.5200000000,87596475.9987065494
false,3.6926088271,0.9997970490,0.9998385238,48.6850816570,0.0000000000,13.0000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,167378.5714285714,0,0,8,7000000000.0000000000,0.0000000000,0.0000000000,0.0000000000,4000000000.0000000000,0,175200000.0000000000,0.0000000000,64000000000000,test_cross_iomodule.json,0.7373420296,3.6926088271,0.9997970490,175164442.9866564870,1743328.2034472467,174332.8203447247,1.0000000000,1.0000000000,3.7918913881,0.9998385238,2816000000000000.0000000000,175171709.3638193011,5,5047042.0000000000,0.2240341797,0,0,0.0000000000,2,0,22,1.0000000000,5858499.5267157592,43800.0000000000,0,0,8,40,1156379.9243447247,0.0000000000,1.0000000000,1.0000000000,0.1172575533,false,false,0.2000000000,9820471.0400000010,982047.1040000001,,175200000.0000000000,10.0000000000,false,7000000000.0000000000,4000000000.0000000000,0.8000000000,19645989122.0000000000,16610841.2434472479,0.1172575533,48,0.9997970490,4915200.0000000000,19640942080.0000000000,9820471.0400000010,982047.1040000001,175164442.9866564870
false,4.3764623311,0.9999579721,0.9999999547,48.6685842188,0.0000000000,13.0000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,167378.5714285714,0,0,8,7000000000.0000000000,0.0000000000,0.0000000000,0.0000000000,4000000000.0000000000,0,175200000.0000000000,0.0000000000,64000000000000,test_no_cross_iomodule.json,0.6721033515,4.3764375274,0.9999579697,175192636.2917332649,278589.9834349570,27858.9983434957,1.0000000000,1.0000000000,7.3435577888,0.9999999547,2816000000000000.0000000000,175199992.0571508706,5,5047042.0000000000,0.2240341797,0,0,0.0000000000,2,0,22,1.0000000000,5795781.9654506873,43800.0000000000,0,0,8,40,1009410.2303434956,1.0000000000,1.0000000000,1.0000000000,0.0187444215,false,false,0.2000000000,9815512.3200000003,981551.2320000000,,175200000.0000000000,10.0000000000,false,7000000000.0000000000,4000000000.0000000000,0.8000000000,19636071682.0000000000,15141144.3034349568,0.0187444215,48,0.9999579721,4915200.0000000000,19631024640.0000000000,9815512.3200000003,981551.2320000000,175192636.7122824788
false,3.6881237477,0.9997949422,0.9998384956,48.6649029560,0.0000000000,13.0000000000,1.0000000000,1.0000000000,0.0000000000,0,0,0,167378.5714285714,0,0,8,7000000000.0000000000,0.0000000000,0.0000000000,0.0000000000,4000000000.0000000000,0,175200000.0000000000,0.0000000000,64000000000000,test_cross_iomodule.json,0.7384287596,3.6881237477,0.9997949422,175164073.8768604100,1758332.9357347011,175833.2935734701,1.0000000000,1.0000000000,3.7918156149,0.9998384956,2816000000000000.0000000000,175171704.4274015725,5,5047042.0000000000,0.2240341797,0,0,0.0000000000,2,0,22,1.0000000000,5535570.0124943694,43800.0000000000,0,0,8,40,1158828.1095734702,0.0000000000,1.0000000000,1.0000000000,0.1181914431,false,false,0.2000000000,9829948.1600000001,982994.8160000000,,175200000.0000000000,10.0000000000,false,7000000000.0000000000,4000000000.0000000000,0.8000000000,19664943362.0000000000,16635323.0957347024,0.1181914431,48,0.9997949422,4915200.0000000000,19659896320.0000000000,9829948.1600000001,982994.8160000000,175164073.8768604100
